ID;Nº veces alquilado
16386018;6
15415682;18
2091911;14
12202777;18
13762072;14
1256157;21
13477734;60
8808916;0
3742728;44
8504088;29
3381041;24
9018009;32
11247624;42
9711634;112
4197528;20
17937880;0
6596414;24
477656;9
16105057;0
3223429;56
752515;168
10189892;22
5994871;0
15263013;17
16700799;2
1330726;45
15088951;18
4176994;59
15139424;19
16801780;4
8511594;0
542401;32
17646520;0
11819155;14
4475410;120
376379;4
16981645;7
17871183;0
13315485;30
1714433;38
12332806;7
6268786;53
8201621;2
8226366;164
17539151;2
15507526;1
12099498;0
766160;150
16257550;6
16835191;0
9804423;35
17764134;0
14027355;33
16487873;5
11731488;10
15202130;2
8528333;94
8151047;77
406697;293
16175455;9
9959387;70
15828249;0
6193291;80
15441502;10
15376087;2
12691130;3
17185444;0
15577398;17
5357091;6
11615877;10
18048209;0
10380705;7
15456429;2
4443060;4
510973;0
5850532;36
14565110;0
17968767;1
8545199;0
7319485;15
11134169;15
13296827;21
2509200;59
13592776;17
1830094;1
2488934;77
7633645;2
2682364;53
9985497;3
9360828;63
14964136;1
14929388;3
2020279;121
12701224;60
8932480;73
968871;14
17763237;2
9291683;0
14895958;5
3982671;28
538073;7
15577318;3
2632012;11
15052642;5
464307;58
6034479;0
14054487;46
17903740;0
18086541;0
17615804;0
1092467;61
2346257;136
10334693;0
14385634;0
15459026;0
16204754;0
13986155;21
1517913;1
2090563;21
2760065;11
15886709;3
12539973;0
7428561;0
6478627;182
14347727;0
11551807;0
10448769;1
8432059;5
10063735;11
13015675;10
1940231;111
12787414;112
16131041;9
5994463;12
9364083;15
5437862;9
13645877;1
15066726;12
6683517;0
2500666;56
8649225;1
3832660;95
4193248;0
15901397;0
485116;28
17467629;3
1579108;11
18071571;0
821389;18
16687730;7
15997925;11
2527911;93
13964042;0
9936104;7
928920;178
6312107;53
11737776;74
9721031;102
4591044;11
14039869;20
5506324;7
10590118;6
16994600;0
16310522;0
12818500;16
7249944;0
5063329;42
8709100;36
7954329;92
4659214;60
691344;60
17466467;5
1298830;202
8986089;0
16066885;0
16342266;9
13560157;12
5330790;22
17294991;2
13655750;10
420039;389
3894357;71
5009543;7
16249105;10
12899328;4
13385644;36
17033875;5
1065918;223
17206659;6
15761548;21
7340167;0
12240324;23
3368885;12
14098998;2
9213689;13
15864965;17
9010637;72
15923933;6
8966563;54
17121956;1
16517730;1
8961749;3
376638;137
13071195;3
9935338;11
18027975;0
14590906;0
8731253;17
17653163;0
425616;14
5419338;6
9971914;53
10676318;2
10063734;14
4400498;100
15066435;5
4535529;27
11649258;31
13968895;0
7472261;34
13431381;45
17266729;0
6579466;43
9084826;0
16132652;16
6308594;12
16361123;0
12960928;3
4758452;15
5847367;47
1336818;4
15402169;0
9308102;17
13086783;31
5543214;0
18083784;0
9198240;11
18073681;0
5530210;24
16390482;1
9800010;1
12805659;14
6299049;30
13673598;1
10519459;17
983410;105
5181841;7
7934646;17
12588071;1
16777068;4
13696952;0
17595107;2
12769559;4
7049609;0
536915;7
11993002;5
13525030;45
11565550;3
14442801;11
17207544;0
7343864;1
9708971;0
4969560;0
13114501;18
8467003;4
225489;25
13667893;2
13667261;0
11945451;5
1307457;0
4149460;1
7008912;0
13798482;40
15022029;4
3494786;18
10682512;11
1868069;2
7561310;6
4837902;0
7650492;1
13294359;1
7763389;28
11429775;11
7814129;0
3606978;0
13075348;8
16745346;3
1610861;60
16105036;0
15494420;1
3592556;3
7258722;10
13707745;0
16943007;2
15669077;5
17114081;0
11714298;0
291266;16
10562282;1
11394586;18
15200971;0
13958762;15
14971934;12
15167127;6
14895787;50
17580737;0
2572249;7
15184031;1
15539547;7
4921452;44
17959345;0
15786648;6
17958269;0
3197869;9
5977589;57
17799818;1
11615015;0
11621570;7
14987359;1
13199132;3
12953391;1
5998494;0
7468116;0
13905353;28
16267243;7
7313695;19
12280938;2
17889043;0
11820688;6
8699621;1
17183767;3
17460688;0
14588696;4
6125776;0
15654963;0
2947570;13
1308138;36
4566430;72
12502839;7
16761273;0
17375296;0
14521472;2
13180380;8
17210019;0
14313985;0
17459738;0
15407704;3
9752583;39
9600621;60
13968622;3
16437226;13
12797510;8
10281406;14
18050746;0
172348;7
15995740;12
15574995;7
17382368;2
6920711;3
102040;0
15629024;17
5759983;4
16283180;46
17638518;1
15935454;16
5929004;11
12996844;14
14357456;0
7140544;11
15802046;0
16074852;14
9549784;77
1757563;55
11690130;3
13074349;28
12904164;0
11436515;15
8807372;4
6489124;104
8242794;20
15724751;6
11473990;4
16431762;3
16460104;4
14385908;12
15785835;14
5383331;0
15311249;15
5113078;1
3501808;1
12967204;0
15596783;33
17402230;0
12275139;4
15122503;1
2888496;87
4156219;43
12938005;13
338872;19
17730241;5
16168845;0
231035;61
11895153;0
14681869;3
10737723;3
7562216;85
6394033;0
13713199;0
16167470;3
4202082;5
15586368;35
7800877;0
12050324;0
2383634;10
6584759;0
2207057;17
2879254;159
18070756;0
11843115;10
16328745;4
15442938;45
171612;2
14943319;37
9084868;103
10464745;123
1184735;44
755587;216
13927392;20
296331;30
13745016;10
14568712;0
10445067;34
13582489;0
6109836;45
4082994;14
700164;24
16345239;6
14624616;0
13389867;2
6701705;59
18091306;0
15159063;1
15203206;5
10805912;18
15587095;40
17404762;0
15813820;1
15924137;0
12151766;3
15598244;5
6464939;49
10171037;7
6025657;0
7479897;71
15925463;10
13470126;0
6035669;1
8913503;0
12918981;28
16974966;2
16568261;9
469231;14
3811747;1
5247959;46
3654742;19
3635594;49
18086257;0
11520183;19
4750437;39
16465015;0
17783659;3
5923936;0
10933413;0
13454640;14
17250356;4
17538830;2
13970702;6
18099741;0
13360378;27
17244920;1
11540238;48
14063097;1
11124834;3
10817580;2
12226430;68
11767983;23
13760792;73
15353038;15
13144801;11
9720208;59
751530;242
14364201;25
16834559;0
8668049;8
3920883;12
6775491;18
14125592;32
16250528;0
12876691;0
10939743;65
2306475;24
18029355;0
16010889;12
741330;40
16363386;0
7795344;35
17051223;4
15420534;5
14063328;12
16035470;0
9995574;0
16974865;1
4086566;49
9792893;18
17307428;0
3785920;1
2526299;36
9643710;0
1863137;1
15695070;0
13367718;15
1277838;18
16361420;1
11768161;26
10846778;0
3795204;0
10893683;2
15404780;2
1900780;15
2277287;13
5261913;95
11144544;1
14538224;37
13546664;64
16442331;9
3890715;0
567073;16
6445769;33
6271404;7
1314131;4
173733;154
16374742;10
320953;196
19109692;2
16064677;5
12437936;0
6549063;0
7153007;4
5893621;42
11617293;25
1867548;1
11384020;1
2914809;0
3935590;6
1010488;2
16692402;9
1839882;0
750438;91
5292745;1
14342329;30
17652474;2
13818780;0
13887060;0
13516227;31
13759893;4
1858255;105
16928117;4
9553889;0
11355385;93
16490391;12
12663403;2
13710925;0
13284206;9
1092628;149
3811069;0
597043;269
5439464;48
6983569;10
2523493;4
11994317;12
12869712;51
16333923;9
12827491;41
4601729;60
8531454;1
6769374;100
17897910;0
1086060;8
14582385;49
16517267;2
14485893;2
17632509;0
13941241;7
15823039;1
3340341;1
9728706;10
11998974;1
18092171;0
4425335;7
17563895;0
9603908;7
6025837;52
7740702;3
4265459;31
14735765;39
13469305;13
5309994;40
15130459;4
15633434;10
13025295;16
374465;26
14890676;6
13443026;7
10493501;24
4266937;0
17700530;0
4822192;19
12774424;1
1292772;0
6484871;1
17011453;4
16373736;0
16905840;0
2549655;1
2997382;22
750515;38
12287460;15
7041599;61
11423836;30
177523;4
6968746;0
7015977;10
17585108;0
13652879;0
17028860;9
11186905;0
2076992;152
1262589;97
13451612;37
13548493;0
18058674;0
17859453;1
11753262;59
11687192;0
13027148;21
16130883;9
2325516;47
11916077;0
1255811;17
11560547;0
16282560;17
3627043;0
14662043;5
8732880;11
1256570;10
13844318;3
7269124;31
13025008;1
16473640;5
16161222;4
17356459;0
16347812;12
17966078;0
13043803;2
6836438;12
13148274;4
5098696;10
13598095;1
8288954;23
16105694;4
8496810;4
7314378;75
15768899;0
16584892;0
12127413;5
6456087;8
1275122;5
15525579;20
6367181;51
2138396;0
337292;6
15224843;1
544736;28
15120570;2
15391636;3
631737;1
7374688;101
6140959;34
4460214;1
12406134;11
15406763;5
9810150;2
13123014;0
7712666;0
14113753;14
13617878;0
11110239;17
17808516;1
17379878;0
17494079;3
405037;0
9226451;7
18046547;0
10006010;0
13814524;24
12838356;1
7657621;43
1358887;2
14627962;20
689453;40
2313370;112
11897825;33
16089849;1
10913935;1
6038608;1
904741;143
8310672;27
4176877;0
11811815;80
16400408;12
14573835;27
5451147;74
16925766;3
6008886;0
4807432;27
2156319;9
16707562;3
2452815;241
1957859;57
15948647;31
11589926;64
13392648;3
604395;30
16183152;6
16596009;1
14261333;7
1957286;5
15560351;26
12253380;0
8984546;0
17138826;2
4266974;11
9468424;13
11028461;28
177323;0
17392708;0
15615681;0
13286536;5
4501162;47
15649818;0
16685421;0
16749571;6
14865837;1
5457391;34
14307735;0
17039125;1
16374079;1
17587042;1
14342441;17
7726090;12
3488920;36
3670029;14
11097880;15
2234504;86
13233572;8
9076910;72
17433087;2
13665156;20
16584008;3
1777907;343
13585476;0
8834126;70
4104944;127
17653921;2
15939447;25
14003813;0
6858328;4
15043060;26
2917615;83
4160649;89
16746589;2
13852210;58
17513761;3
904769;149
10676283;126
11620130;10
10511300;23
11166504;0
1208641;14
6982668;8
4718091;11
11782913;2
6022817;24
4989893;47
7714685;8
14068570;18
3492167;4
11882206;61
7614328;65
6951548;18
14750882;10
14237959;6
15892968;6
17701134;1
4927700;38
18016295;0
2143867;12
15241162;1
13919578;1
3339142;32
7632308;22
842566;9
13836282;25
17553712;2
13306198;6
11986549;14
16036000;32
8522306;59
5735879;29
16959634;2
12265217;1
10640179;44
5112660;1
13619259;28
1788674;12
17763169;0
10316127;75
16786884;1
6765383;0
9785756;12
5529325;62
7041410;0
4058513;8
7187970;27
15061803;7
15629696;0
17478205;0
15838628;0
9087250;2
17860575;0
8136175;3
2658189;0
16663360;0
6670334;1
17186188;0
3648849;0
7519381;0
16211033;0
15130141;6
11730375;4
15909593;20
10707563;5
9676463;0
10925850;32
6036395;7
9291812;0
15244440;2
5956969;6
12925071;4
11861328;0
785834;11
15195520;3
6008204;7
13093811;2
11131145;41
126712;0
8148041;9
5622417;14
17993110;0
2362731;2
13846205;15
9667399;11
9667254;14
1930202;4
11165384;1
18073480;0
17774070;1
10490005;3
4182457;0
6386817;3
16234394;2
17605002;0
8648862;2
15752498;0
18085799;0
7649181;78
3134632;3
13153952;14
11231309;25
7951539;57
6666802;0
15347456;5
4692629;1
14846899;2
16515995;1
16146747;3
11558221;5
5748366;1
7107839;7
11003874;5
475105;16
15029823;1
8049964;57
1798308;14
6014718;29
15235466;10
1332854;0
12028646;0
5707653;8
16111748;0
1677738;25
14571387;0
366110;2
5451624;83
1567814;113
1172894;126
10964641;83
16487299;5
2219194;119
17131491;1
1205926;42
1205913;22
7081269;59
17840271;0
11676805;5
16484595;0
10806587;15
9663044;69
10055311;6
16607924;1
4482366;7
3760176;3
9176687;0
15631086;2
12364001;16
4477385;33
3958774;0
939135;15
17697735;0
7603122;1
12644753;32
3589497;4
10968489;41
1255085;85
2545534;63
15879739;0
3449500;161
12306615;7
1505984;13
15458474;1
7098091;0
820869;30
7936990;14
8347488;3
17049729;4
16818439;1
13940202;6
1717189;119
16183177;10
16669645;0
16216763;20
9151112;5
17620099;0
12375305;14
13197379;2
13226641;67
11633315;81
9935947;33
15701193;20
13197405;41
12766878;11
15094639;50
2965016;24
10900611;17
1105892;35
15852288;2
5399733;33
10218330;2
14773153;0
1666184;24
17986327;0
7796518;4
12809312;4
9914784;40
4196358;46
13183219;20
15508358;23
11050879;0
10152233;55
4745997;218
16763949;0
16248091;7
1536252;157
16675905;18
7108452;0
5832510;70
12484031;16
9300301;14
8528189;0
1532354;40
581691;198
3922548;71
9982157;38
4967324;34
14280309;75
17745201;0
3555938;1
12107436;21
16223429;18
15141125;30
9470166;97
17444981;7
3284565;6
499911;72
1346747;27
3097553;11
13440784;2
7818234;9
1386096;5
7907083;25
14180827;0
8011473;0
13221821;44
1942585;13
9460773;68
16311700;14
16233923;2
209373;19
15772040;1
16623340;12
8853298;80
15374138;2
17700226;2
7836396;84
16215555;1
17469750;2
8979120;18
12736415;47
1639637;48
9753354;39
415812;21
5547854;87
843700;11
2966350;134
4319780;60
17731717;0
12807973;58
12705598;39
14894437;28
11690240;5
16959438;3
6936094;1
9535469;34
16721056;0
429604;2
5446082;15
9651195;70
2513099;23
5485367;0
10536601;0
17034890;2
14772349;17
6116093;56
16674281;7
5737938;23
799903;27
13410816;5
17244583;2
599977;215
12532880;1
15514855;33
840517;21
12899544;14
17258498;8
12891724;12
856669;38
15799022;18
204570;91
17834220;0
13887428;37
10036063;21
7878320;51
17751153;0
15098468;16
7627543;7
6346925;32
746742;13
16574155;0
14569162;0
14567807;0
13657742;14
11382556;0
3187475;0
8394827;64
4692716;2
169719;57
15576089;6
10681391;12
17923397;0
17260294;4
12867463;8
15975417;11
10068669;39
1864170;0
14346661;2
3481801;104
4889543;118
4154283;3
5371564;56
294529;24
12082059;16
1758875;0
7131451;125
5392350;53
2245805;1
14074165;20
17284269;6
13742902;0
14068801;1
16576796;8
13674439;18
14950931;33
1972094;145
8902915;15
2671483;39
10260390;1
9992690;1
17402111;1
13093286;33
7143136;1
16139533;5
16038478;18
4339046;4
17934695;0
16198203;8
16259768;2
4302977;162
4402508;127
16188253;4
1086861;36
15855225;3
11254051;95
11155957;31
15642904;8
1335752;7
12208039;0
15911968;4
15019446;6
8913498;1
760104;62
10555639;39
10717137;67
10914059;0
1685502;4
7131604;80
16144253;12
7192263;26
4353849;1
6034687;0
15202177;37
16444270;1
944555;141
3222779;125
1333024;165
1234836;174
4015119;0
8172203;49
5266480;63
2943509;2
12709013;86
15558347;0
16743974;6
6340181;81
11933593;34
1763683;90
16213533;5
15427486;7
3727205;199
13231178;21
15718951;8
17749414;1
17651325;0
6409632;26
17362722;5
6999084;19
737480;69
18071532;0
13647455;0
12499113;6
8632310;71
14955854;12
8401524;71
15895802;1
11026861;0
5680795;4
17279929;6
3057923;140
1811287;109
8528953;19
40916;24
13409081;20
9537747;81
16077617;4
10052652;46
1755242;213
13829247;5
14378396;7
2073058;16
13429956;0
11218525;29
13745484;0
13647904;1
2010818;137
16810981;6
17782787;1
14814643;0
13140785;3
2597023;27
11657029;95
11641374;1
10899497;0
2207960;42
12016892;9
14587450;0
17009161;0
14720850;0
6547415;1
15912051;11
560941;8
525410;135
7824021;9
3166655;24
15933969;4
17074874;0
12927266;1
15204209;21
15907327;2
5749070;3
17729317;0
17665429;10
8352261;22
14082107;0
11737749;15
15508286;21
18028886;0
16891684;1
9773489;4
17033161;1
12204859;8
6568035;50
12787732;20
10488687;3
7268832;4
14435238;16
11565429;70
16122151;12
2032336;72
9961253;31
5178521;12
12090014;10
6394264;0
16551828;1
5530985;6
7458317;151
10960810;3
6325534;18
16361241;3
16972070;1
13509266;0
3722238;34
9624385;15
17900105;0
649342;13
842286;15
11079684;52
11368499;3
12360014;52
17765425;1
14624603;0
6236533;28
13639349;0
11607461;0
12132389;0
5725982;5
15795938;14
9804604;6
12852239;27
13580957;0
17965378;0
10437387;23
12454145;9
2080546;0
16768677;0
14826366;1
464912;0
15856309;0
5650684;8
5998651;0
5345635;12
10651585;10
7110704;1
14110691;0
6154924;0
11898460;13
5903209;68
9902616;1
16173232;1
10195541;18
17638720;0
18106938;0
3982780;44
16686631;0
15048977;0
9421526;49
1322977;2
9620952;50
13125667;12
597848;10
13039587;0
9850462;7
17262555;6
10699176;12
16596702;6
4716699;3
4837727;1
6127370;14
979312;1
2402661;38
10843652;20
6636431;69
12282554;31
17788489;1
16168583;0
15576015;0
2181669;55
6231229;6
8321952;44
15752993;0
2336469;29
2641385;25
16980216;1
17954933;0
15877500;4
17603045;0
15394860;0
13594813;69
4435824;20
15406309;3
293189;94
9151853;1
13904716;1
8156946;96
13287453;1
1479064;33
13681907;12
12201598;0
17003150;0
913789;0
8713274;16
9361751;2
17810037;0
4229374;0
13501169;16
15166582;10
12676978;0
12984954;0
13929475;1
10275785;1
14529994;5
15673291;13
17639765;0
681336;9
12985506;1
9763866;28
11761078;0
17628751;0
4016921;4
14745545;19
16013621;4
13767574;1
7186478;0
17725864;0
12677104;2
7892449;1
13890161;1
16688957;2
9482378;54
15442129;0
5717023;4
1114493;12
17605828;0
13601867;18
16683774;0
17742031;0
17898449;0
9410650;0
7003552;5
13870115;5
15869627;7
11343060;9
10819904;0
16867667;3
13620832;11
8045805;33
6928786;23
16178503;4
13599880;5
12950027;0
7235686;0
17756474;0
874496;7
7748488;2
13384187;7
18083831;0
14867714;24
7194163;0
13382280;4
16870313;0
624783;3
18082761;0
17579934;0
5255311;4
8375523;33
11624627;3
11817746;6
714983;20
8898571;39
8379569;10
4876818;40
7272682;2
13778954;4
986924;91
13696734;4
18033362;0
5238579;0
16487905;19
13851165;0
17490005;0
14140342;3
15981134;0
12139522;48
6597408;1
17509902;0
18028871;0
15197323;1
5618292;12
15505057;0
13692263;0
4263173;15
3443829;140
16202514;0
9602745;27
12843699;2
16628975;9
7833435;42
100411;3
13320774;8
7344150;3
11290145;6
13592285;3
17958098;0
11164834;17
17276939;0
9088559;0
9085552;2
21853;23
6720118;20
2644193;78
6779858;23
12383948;2
14229306;0
16243242;2
382411;1
17552070;0
17892372;0
16990438;1
11809379;0
11887620;1
4857495;9
17373852;0
17032306;12
15819905;0
13126357;6
6243382;33
17649487;0
15745419;6
7582198;42
17804306;1
761095;31
6114620;188
16725747;21
17805699;1
16725186;24
9727516;4
17737149;0
4704835;15
13796653;23
1102104;32
645399;6
16142806;0
8789125;24
15431978;3
2186049;17
3155104;2
2855960;10
3782258;88
15920914;1
17477621;6
2514952;23
4682678;12
7845618;1
6707758;8
16981023;5
1843450;1
1519083;0
12881639;1
2824586;3
3788853;0
3919857;0
2842881;0
3321663;35
13761034;0
13488025;27
662665;16
15251234;7
11860021;0
11598588;21
18057249;0
13008942;19
17709119;1
11704704;0
17565752;0
14033209;17
16997384;5
7267511;0
6754380;1
6873780;16
11000536;0
2015806;15
3081142;0
15656106;20
16099561;6
518208;8
6945351;2
18031154;0
15754269;2
8184461;46
13582393;0
17467485;0
4730797;23
6620779;45
13870774;0
8810775;21
13558152;6
11645536;0
5124827;9
9839407;25
11438763;1
15938590;0
7753419;34
3384285;5
16240876;0
18045176;0
9788198;2
16393723;6
597038;78
3679673;15
6035803;33
10557938;0
4660741;0
13810790;0
11840651;4
6980972;28
15436061;1
11624531;27
13249877;0
16411750;15
14087539;21
2820486;12
16061560;24
598771;48
17874337;0
16081444;12
17530633;1
6159943;9
9197154;127
8964974;0
7494724;52
4742366;3
14344571;2
16906233;5
4181116;1
9167318;30
10338132;4
6957018;42
5478365;36
13505342;0
16792456;0
13924524;0
15964159;0
4399999;2
15695377;0
1873788;15
14201106;4
3982271;0
1647830;0
10421151;4
6472358;47
3074897;13
13016153;35
8891959;4
8283468;10
12543681;6
424008;11
15266819;4
11588503;3
707929;31
309498;137
11056834;44
8500544;5
11809814;3
8629197;85
661565;187
9951469;50
14488220;47
13536899;25
9473403;54
1883584;49
16347537;17
13424660;1
471198;13
405677;1
9745553;20
15985820;19
6607202;5
16186831;3
17760314;0
3341990;85
17208485;0
5436601;0
5858849;32
17262607;5
13196987;1
14569945;17
11556979;33
707670;10
13648498;2
868025;1
8895205;60
176826;20
17477563;2
13151721;61
13196299;4
15801484;0
17995083;0
3599098;23
2062465;35
7454197;101
3859381;0
665546;30
10744350;1
17634225;0
576883;12
15617426;6
1565061;60
14883434;31
14319951;53
9440377;4
9515897;52
2684767;122
17310871;0
6410365;16
1626586;48
13120506;26
14542768;0
13303553;30
18084855;0
998127;0
9163023;9
15749848;0
282196;14
943222;116
14956280;7
17948019;0
9874742;0
13050448;28
17167606;1
10411992;18
9559303;13
183353;40
17306381;0
6462525;126
2906165;93
13728226;10
15894069;2
15501758;3
16419614;1
8331406;28
5493401;2
5592119;18
15999329;9
6081530;51
12597312;4
16494506;6
1680271;185
7710206;0
730568;11
14528595;64
15986705;23
4413738;66
11146161;89
13870391;9
3251874;132
18064998;0
5821340;50
17826880;0
15526344;2
17956081;0
16299322;2
7119259;0
14086243;70
13439343;46
7571738;6
16777565;1
12452610;37
1220946;137
10538282;52
14889957;28
13051270;17
16721963;11
17618816;0
17220445;3
712082;12
14084900;32
15785030;21
6650003;66
15595392;22
17265788;0
15356355;1
13385205;40
3397465;257
15482509;3
7275493;10
5819112;152
16484477;6
11368772;21
6954772;0
14585649;10
12394996;4
2299045;95
529622;180
4064067;42
3465244;14
3750246;45
7197046;0
13966451;8
4046594;6
12589570;3
1203331;28
14764845;4
17912070;0
16276187;0
14909890;4
13721095;18
18056872;0
16265766;2
5342141;15
5791993;15
15033940;8
8680097;92
3955509;0
5676811;31
17804639;1
16116279;6
7050623;15
2167957;7
13432626;5
3127715;1
3233255;1
644603;27
17343259;0
16785648;5
8684534;2
16363060;1
17393123;4
3040893;0
10940183;21
12679536;36
17724809;1
5304907;18
13374710;1
6818062;27
980631;9
13455178;2
16597498;0
6897265;5
13163878;1
17018894;3
16786976;0
17682675;0
17417086;0
17121753;2
3593682;0
17378027;0
15800393;12
16730454;1
686347;7
16490385;1
16452746;0
4845206;2
16907257;3
16249326;1
12259819;0
16281922;0
2784927;90
14164411;4
11458807;1
9820179;0
15248512;4
14869725;54
16069193;4
15019275;0
17827300;0
16577170;0
14809342;3
12849889;3
2735222;11
16709234;2
1919355;0
15260734;17
14241273;7
16213864;27
9746164;24
3510403;24
516263;30
6524681;37
7013484;49
15014358;3
13514125;28
14563272;0
1433943;67
16375266;18
3172233;1
489477;136
2059355;46
817184;137
13794371;1
4153581;1
16210994;14
15049745;29
1593052;30
14567046;0
10139259;2
15741105;5
11709497;43
7023168;125
1845396;92
16095366;4
8986082;2
12983112;9
13291216;33
9727359;67
16484263;3
198296;55
6586829;21
17629618;0
2650925;149
13638497;59
10795469;4
5732016;54
16806296;0
5313142;54
11080603;0
15143840;15
16881356;3
17965412;0
14245709;1
5393553;19
7944188;3
2281129;8
8271858;5
4509631;154
2150416;31
14045259;42
11686257;1
18070455;0
7819943;17
13123537;20
17391616;2
18001508;0
7070725;6
1390551;1
8697459;84
3374974;29
3723986;0
14579567;19
6060797;49
7487281;37
16243146;2
13491112;2
5656076;65
9883354;0
5819245;32
84719;159
12502738;68
16434293;13
14105938;39
4952788;0
14648958;1
17990535;0
6295843;127
2714802;145
12888827;10
4022096;22
724700;15
10073858;4
15141334;42
4638669;29
17263012;2
11705453;0
13777389;0
1092967;33
13555382;1
14719157;7
17853295;0
9898596;68
10703616;57
3369521;7
16849887;2
1264178;53
16715643;1
17455749;0
17620091;0
5307145;31
10411477;43
9148443;81
13509045;25
493067;240
14484737;48
1129694;72
16236943;8
5232887;57
6672682;14
5335202;6
12776171;60
196197;127
7236985;18
6542779;49
6307542;20
18103406;0
13710424;7
379028;61
4074845;10
16920158;0
4958317;37
7217670;0
7846216;22
310333;39
12301728;24
9090159;109
10957886;1
10431741;63
13478997;0
6270483;81
4562003;86
15835083;14
17467512;2
15173717;14
12541126;69
15628747;29
4780153;50
7523407;2
15458387;43
15761788;0
15677606;6
6039277;3
11596937;69
709208;308
4610306;27
15655989;1
17380548;0
2101315;12
715965;18
6411545;51
4740591;131
3058631;266
3681753;33
16525476;4
9214640;51
3658451;218
9275198;98
15206536;1
4196462;41
6226275;48
16225636;0
16420486;2
4083002;7
17639046;0
7859386;79
3338631;20
16545345;3
14855313;3
10561234;57
15083997;7
896291;6
4731001;24
17649678;0
554238;20
12717553;30
1263329;182
13276051;0
13227703;32
13344391;1
5690702;21
16060077;4
11686543;1
14837481;11
940649;49
16496508;0
2310368;39
6376258;7
15979490;6
9455866;22
14233164;3
17658219;0
14997405;10
9932321;2
13297758;42
18016014;0
17836985;0
545782;43
13427693;6
17759717;1
13674314;2
16348212;6
8740647;51
11766679;7
15916793;0
7613047;26
2551191;14
14160919;4
17661929;0
15778571;0
15676683;31
17106378;0
7681588;3
8739811;5
14001689;16
11458102;2
647891;26
16514146;3
15717842;3
12778894;0
11097549;127
15337218;9
1308251;0
953037;34
2514098;14
14829894;12
11859689;0
2577336;0
3627802;226
7677087;1
53325;82
11031311;32
1814242;6
11848754;0
5710984;3
1486666;2
2237294;15
13581322;11
15756919;2
15638219;0
16851847;2
11537030;0
3671446;8
16116876;0
15047803;30
8998398;2
13160210;12
7277946;0
18004441;0
4649686;16
4652573;31
16145598;6
11848646;1
313581;13
13738030;1
8268021;4
15971030;9
2190649;0
6910352;156
5978094;32
3543110;10
8650327;21
15827478;13
2305775;0
11004186;19
10505926;0
11883556;3
17969026;0
10246276;0
10404284;50
7822974;18
15977842;18
14752356;22
5361438;34
10889795;8
2631016;0
6088120;68
15372625;14
13016660;14
16232918;28
8694208;3
13994578;8
17359366;0
6921005;4
12055163;13
11587155;5
689099;12
17152638;2
16063468;48
10548316;5
17292688;1
9667090;0
15306550;3
6027716;1
16143238;4
2990449;7
4032408;73
733312;13
642902;10
13471086;2
15091358;3
16563606;0
12543094;15
13103893;0
16617101;5
15479126;4
9593166;17
16585730;0
8519990;18
11459814;4
17417658;1
13546130;40
11041389;3
18091766;0
758670;5
9408050;6
15862742;1
6399416;2
14294744;3
17660299;6
1062923;62
5848883;3
3810588;0
2774045;0
8753400;23
16446730;11
8794810;1
5036526;10
8203469;4
13859359;0
1044902;0
5976919;55
17900246;0
6815205;1
693201;0
14439824;0
17599686;0
16046882;13
9851491;6
14727317;26
4141781;2
6248112;7
15995595;0
5009358;0
15742291;12
681973;0
6469049;1
17985890;0
17005096;0
17863122;0
16704358;0
7892437;0
1464712;0
16685459;2
12583366;71
15495427;1
6847331;19
10120568;0
13589559;1
14822814;1
14961050;4
13356607;5
5010825;16
5054723;2
7930879;8
9797243;28
3478893;120
1496523;2
12006072;2
11225565;40
9299416;7
16342688;20
8904822;19
15291983;2
15514725;9
1935711;16
5048754;47
11251920;41
16746090;1
17470093;1
15763467;4
4949149;25
6604791;12
15583308;29
14503873;4
12865545;2
6890481;41
17638986;0
16559413;2
1042535;5
222076;4
16866727;8
9450274;2
13494427;0
12754177;7
6663211;2
12675180;3
3264794;37
3873147;4
13930563;32
16889439;2
6303708;6
8297830;31
3412499;41
16350024;0
16532638;0
3516746;90
17439558;0
8493773;21
891946;6
2071832;38
11218877;30
5054477;0
16712619;1
16038687;3
12440879;0
13879504;10
2686592;9
17747935;0
13750696;1
10713931;34
4636667;66
2900380;74
13600346;10
6490154;4
5636221;28
11864191;64
14327018;2
8953315;11
11313107;68
15404143;0
16982228;1
5545662;3
6343764;10
16174210;9
17741540;0
17081342;2
13214877;0
13297510;26
2386020;49
8893602;21
7728341;1
2096590;2
15267748;6
16446535;5
5829524;19
8418514;51
15130796;26
9982683;70
6442730;192
17549417;0
4677743;79
8143344;53
16154987;7
15081528;45
6160741;10
3077316;43
5616689;13
3139788;2
17939045;0
6911348;17
16798005;4
13810907;33
11687542;0
4667236;115
1560768;0
15637484;12
17324690;10
12006561;15
11439210;1
16827722;0
9359210;0
15184800;15
1609815;57
17876028;1
13543047;18
12091585;2
12872209;0
6081624;1
8728121;1
16262896;0
17952416;2
886850;4
14126342;0
13712744;5
1598288;7
17411693;4
6897679;0
8216827;0
10850364;2
15518354;3
9741945;24
11729040;7
7057317;0
13012818;0
6728629;28
2802901;38
13883334;12
7461131;2
930925;30
14412412;42
14002231;27
756707;131
16592467;5
14313189;75
12449315;1
6554123;0
15232466;0
17619406;0
17701437;0
13671856;10
11411014;31
7813315;7
15443531;4
1859879;40
2932015;19
3189209;10
15881834;7
4736012;9
9056073;45
6483900;122
13538589;18
6320441;0
