ID;Nº veces alquilado
847318;79
15725825;6
14416041;24
6453846;0
14776965;3
588518;17
17366325;0
6218399;40
14213541;9
17949564;0
16014357;11
3984960;18
18104982;0
9287192;146
15250538;25
405786;7
15124267;41
8628169;36
3430979;42
12570840;0
9453918;2
11423580;3
8773790;2
3624593;0
6830618;6
4714679;0
15793895;6
17955236;0
13198264;0
1381744;1
6413068;0
15183608;4
17049274;0
2235176;75
17445702;1
17844927;0
4006275;36
10784721;10
16050778;10
15333012;4
15664952;3
17072183;1
18039870;0
17885637;0
14730017;2
8739500;24
15200660;13
1039376;1
3446903;7
8032220;4
16670729;8
14142056;4
15094144;5
12407578;6
11960516;14
17503760;1
15171505;2
17488720;4
12885935;0
3248491;0
6840486;0
14531813;45
16616339;20
2056458;32
17621675;0
1834083;8
15369122;2
8899850;6
12416706;36
1000520;18
8649608;8
5111859;0
6335163;12
2542056;0
16454308;0
13043612;0
17772372;0
15764754;1
12922309;55
15197149;0
8353963;8
8640018;41
10842247;0
11475892;0
4263089;7
7187817;0
12142034;15
10005860;24
437666;7
13899378;6
3421929;21
11888792;13
948963;107
17775400;0
13055225;3
7186444;3
17730364;0
13947129;5
10881538;1
16747915;6
2864920;5
3603750;3
6827442;80
16540919;0
16843185;1
15138423;8
15236083;4
17106771;0
892100;55
14510425;0
16204772;0
13910164;43
14724262;5
16432045;0
15110331;12
16145917;1
15520134;0
1602799;7
7232641;0
16051714;23
4239266;6
2342966;12
12869407;9
14167248;2
4116013;17
14196014;0
3223298;4
15229362;0
15354191;1
982584;0
7155649;29
9441870;7
8746742;34
9821779;17
12121381;27
5687011;18
12332982;6
4482385;2
17547979;31
5950935;1
14713151;1
2328750;1
1959409;1
10047167;13
3786283;46
8853508;2
5012393;48
7236326;1
11791710;48
2617002;32
7743523;29
9567861;124
107993;26
17525120;0
13727903;38
16282550;13
518511;4
7016714;7
4087574;6
9458304;74
15749137;26
773990;120
6087723;31
13138837;55
4604059;15
18101525;0
14942849;18
15546691;25
785199;0
13639668;60
13576656;56
7235694;58
478217;15
11490773;12
11891516;7
1200971;54
16516540;4
809360;80
6232604;86
17690205;0
4265405;100
6905149;140
8997920;77
15562768;15
7833817;31
15894948;2
13942955;30
4414412;0
4605519;29
7795852;32
3172173;1
15358006;6
6508936;5
4929792;0
12197446;12
17522202;2
471261;14
7646419;1
14463058;0
4729363;137
11186198;99
4592672;16
101507;32
14288165;24
16952111;10
8520336;27
12883389;52
14497321;11
2355344;300
2511922;25
10173429;97
3029362;0
17020361;1
2436834;95
3187637;0
12787637;25
2267069;2
15406917;18
16913205;11
4358430;71
4634674;95
17680689;2
12622953;19
13791177;0
537401;22
15266377;30
7336831;11
16249738;11
13818564;8
16881869;5
6885289;1
3245948;58
12063127;29
2590826;46
2658864;21
16058604;4
15340942;26
24836;31
18104115;0
671660;80
5169971;2
7486307;5
8604244;85
14018550;4
5921635;79
9001004;27
11653281;44
1597463;3
11287721;34
899845;42
14950864;18
6524154;0
4459682;41
17826948;1
11174086;58
8159246;27
13548264;12
15317743;27
8972245;29
16061370;19
376232;8
7378893;18
7740185;35
3154045;43
15868228;22
17382018;1
15946881;28
3042518;166
14020862;3
6284313;2
17619570;0
10604658;11
835333;137
17645727;0
4471773;121
3284588;18
7214366;174
7343630;7
852607;37
6723871;0
7432987;77
11649632;28
15473867;24
17170928;6
15179585;1
1901306;33
16556322;6
5322890;38
3254399;12
17158219;3
1052457;33
4600259;127
7752127;17
14245578;0
3375035;38
11971450;23
1617848;3
11152866;3
17245845;0
6287501;0
2269946;32
398450;148
10082181;49
2212450;33
16158930;4
13997848;16
15140790;12
14439777;0
17953542;0
634674;10
9764128;86
15645521;25
16648904;4
2965741;37
16823818;1
11645552;0
1846297;19
18062457;0
3832234;3
400139;119
17914266;0
17040490;2
12642625;0
6997848;0
11634884;0
9143839;24
17537563;0
15516603;1
4065043;1
748943;4
11561737;0
17356815;1
16683741;8
14272457;35
8455978;5
13732070;0
14008135;7
9982451;8
13403703;2
17381425;6
9126582;138
10084701;1
1643673;1
11841085;9
924771;43
605697;11
2744523;25
10809426;3
9133842;13
10460033;3
17771677;0
3947911;2
16083758;4
11333987;0
13014111;2
16435701;0
4455297;0
13521641;24
15384836;0
6697096;0
3310192;20
4390943;69
14331039;11
9456221;28
876325;112
10626482;14
13005354;17
6474086;38
15705280;19
13777623;19
6439753;85
16023495;12
18070808;0
10266983;17
16375425;8
4640885;1
13662859;1
14073396;1
8916748;2
821339;2
1839669;31
695909;29
847816;27
12066653;70
17402741;11
15434474;22
14458976;2
5227938;124
6983106;66
1758199;17
15510022;16
3598985;4
9884153;29
17329137;3
1994074;116
6190542;4
6880413;0
17397156;2
8024476;51
3270195;62
9659461;40
13851827;0
16341408;11
13780627;1
18002819;0
11979168;0
16346413;12
16863055;1
11832416;10
11832634;18
17152905;0
11565172;2
14012779;23
3474129;92
4376415;25
6720085;101
13718553;27
17168215;0
545768;27
13407381;1
16564631;0
12378071;12
15353626;15
12694501;1
18029659;0
8975384;56
11360894;3
10247033;4
6980458;2
13156492;9
13076367;9
16184150;1
4154794;9
558690;28
8001913;46
11371812;16
47957;47
14800635;38
14624618;0
17517955;1
5957465;7
2873841;16
3787466;24
1678293;57
1034342;2
12664230;0
14598996;1
5578172;4
16841065;3
13545188;0
17138460;17
17566387;0
16036174;37
11840998;15
8842233;21
15245742;8
15912945;2
1264024;20
578837;56
5635782;0
14945600;54
2673231;2
11198188;3
17418575;0
14955395;1
15467619;14
3762974;3
10737503;4
1783966;0
1929593;0
1842593;1
1172009;16
14297043;8
3361279;173
17298071;0
12829550;9
1225583;95
2459505;1
12597155;0
1876313;0
9629132;2
6759342;1
2757957;26
1785285;29
15053735;3
17758100;1
1437776;28
8592552;2
5963777;28
12065949;11
14819063;4
4235268;1
6507502;66
14151891;13
15810874;0
9940439;1
17095091;0
9089327;40
4875696;14
14346671;5
5860795;56
2355655;24
17990467;0
17164342;5
17913766;0
13029244;4
17618722;3
13028219;2
16763469;0
10995124;71
3389625;85
6119334;47
7452597;24
3419248;0
16656383;1
8386752;16
6810281;13
16119061;23
10352744;10
7239928;3
7973374;86
1572260;33
16023236;3
4029634;8
6681663;19
11988520;7
14541113;46
3824925;21
8999236;84
577563;24
6736860;7
17713088;0
13483808;57
6929369;63
8155821;19
15951788;0
9205295;205
10531558;0
333974;21
14560294;60
15042485;26
7893362;20
16400008;9
13630730;0
1899222;154
6615853;55
13199209;15
14569341;0
7195684;3
17691867;0
5159105;3
5617072;131
9481913;92
13583168;3
17208290;5
11837816;0
6917728;9
17689982;1
13372147;44
5310107;58
13207197;4
11590181;80
7059693;14
9811664;28
286550;23
9862245;24
1659406;65
11260503;27
17713908;0
17953866;0
1605637;178
4659079;45
6507746;1
13717999;4
6367361;5
1659585;90
11733184;67
821860;192
8494996;55
4096947;54
12183493;41
14470875;6
8085702;6
7721657;132
14083210;14
2246753;70
17871539;2
4405332;56
13000809;19
4692170;4
14486045;34
17793244;0
14736623;42
6773054;127
13499646;47
2451913;26
17220116;1
9459699;1
4110229;88
18029732;0
13456650;0
7208299;2
4728237;108
7744427;30
10047808;13
4588717;48
15140170;27
11770206;35
135151;0
16254070;1
13338429;46
14201889;5
10761686;14
13939021;0
6140219;29
11447560;29
11512833;2
6827961;111
16735507;4
2500683;0
12985524;46
5479540;91
6103061;6
6690699;0
13834763;1
3215946;90
8262151;11
13178623;28
15728951;26
14517889;4
1344689;27
15762486;9
7387814;28
13303667;13
14957137;28
4421901;247
14922366;5
16266024;6
15034204;27
17885951;0
16152185;17
981016;5
16940985;1
870398;13
11386245;58
3738662;25
12415792;4
16067811;9
16132612;16
16064297;3
383539;3
16837374;6
6881737;0
12923927;0
9833729;3
1575999;17
1964911;1
3055273;14
1647648;2
2527681;0
13144238;0
5211236;1
3357357;2
17447277;0
16025206;2
1592439;7
17283206;5
18066747;0
8937444;0
15005208;4
10227948;9
11522723;1
16566741;15
1757983;36
9222747;96
13314868;4
8514786;115
16085390;23
1209383;3
16171987;0
11489220;6
15959710;10
7680208;3
9901912;0
16970252;7
8121052;1
11447914;1
4961986;9
3531547;94
8511864;60
3824546;0
115429;19
15205912;48
14829973;2
8405250;12
16373504;0
13929947;1
6448034;4
416406;15
8414758;46
15335392;0
6383606;3
1537588;5
1222489;51
3046856;26
6092276;3
16446509;0
13707475;92
680784;4
479618;7
5628519;38
9948912;3
17714075;0
10188535;24
869276;12
8667962;62
2606926;11
6670156;0
2343687;0
13088664;10
16386701;0
5999398;1
5976224;23
10758197;83
6209016;0
2873100;170
14703033;31
18046720;0
9234445;11
13232503;1
16316754;4
13434343;0
14608291;49
11320069;2
9428334;63
8499249;10
13314452;0
3549046;0
4018990;0
792340;17
13448215;4
14105163;0
11272458;5
5418925;49
3735410;8
4308225;134
6906361;0
10063739;10
17401060;2
361053;100
500742;0
2252101;5
15544673;7
9808033;15
12752263;4
17244421;0
13427441;17
5950534;0
6899113;0
1000198;0
2306542;44
11510610;24
13594303;0
8195972;72
11576456;17
12849539;5
14830043;22
15532723;12
17370445;0
1163630;0
16721089;0
16737300;1
9068953;0
716232;10
13000567;1
16528257;1
6423447;1
11438558;20
17306676;1
14561771;2
12901585;9
14136377;1
8548508;2
18053613;0
7487035;1
7333071;2
10725160;7
4063423;6
4000092;1
17756299;0
18095950;0
16168811;2
17933917;1
15324471;30
11317390;2
6704513;0
15795908;27
9667353;11
17425514;4
9592452;19
1929295;0
9480453;2
4647805;0
15241840;0
392823;151
3648528;0
11436094;11
17134080;0
5270382;28
17956544;0
14740087;2
6010490;13
16076728;15
17131376;14
12984524;0
623463;4
11884950;1
16575031;7
12626436;0
5466021;79
15449251;6
2879215;0
1867417;0
16612956;12
684855;28
287660;11
13745786;17
1783776;84
1830224;99
6920919;104
4491501;10
14326680;5
13737122;4
13664679;11
17335032;0
18075059;0
15749135;27
15743563;1
833871;110
4195816;85
450041;145
3285747;129
958843;82
6724903;45
7083095;26
16093397;12
16144353;10
4505193;0
15467007;28
16046227;4
9622934;4
12508980;67
17300842;1
9363775;20
4990725;1
16802743;0
17567666;0
342557;23
12357427;5
6908943;2
13256597;3
17639464;0
7314624;14
13759184;1
12296083;23
10768881;58
12488308;4
17554030;0
4693155;13
96072;151
13537833;13
11297685;40
7984552;0
8076377;3
13004410;4
16262642;0
17936758;0
8206968;11
9053921;57
16536728;0
13663708;1
14800288;5
17791510;1
17166723;8
993880;10
15580862;0
15498740;13
6719521;12
12143309;41
914863;60
6012971;76
11615726;38
6012361;0
18102279;0
16690428;1
12021414;66
15608383;5
372596;10
14971123;9
4363838;25
12982507;0
17633737;0
15929441;41
15777544;22
4135905;11
13180369;0
15267108;8
5625653;29
15190861;3
7085234;12
4927023;0
16920622;0
4794738;0
11956758;3
9101891;1
16983447;6
14248983;0
4125073;4
3361808;135
15922696;2
17472936;0
13759851;5
14837522;14
2913754;6
103541;110
17146094;0
10438212;3
16927375;0
8234848;21
13799267;3
16779929;4
17652109;0
6872550;12
12939791;0
12842028;27
586726;30
5455206;14
13982752;0
17841088;0
18059700;0
6938282;10
17116966;3
8206538;40
705261;53
9589848;10
6175934;0
4791617;65
6200039;0
17965377;0
15856891;9
5519763;11
4895782;3
3276743;75
3017678;97
15311084;11
4847101;1
7691488;0
12825535;0
13605037;17
12822049;50
10359897;0
318826;8
3654154;7
17454237;0
12269003;0
12931685;0
18020525;0
13790830;2
14319439;2
14324719;1
5273981;16
16597669;17
4944403;5
14107971;11
633682;18
13369202;21
164236;4
17509565;1
13035699;15
17454279;3
14143583;39
8666663;0
11502702;0
5112388;0
11983550;0
11162926;0
8280876;0
1659084;0
1919210;3
2391508;0
15782118;3
17473132;6
9209407;10
11597582;8
6402230;7
11654786;42
918301;84
18391781;1
11018241;81
3421168;1
18106942;1
6375406;6
769436;5
15319952;3
13281148;0
16746620;7
17904960;2
7975518;28
4951151;114
1231389;41
10372182;0
688223;15
17368218;0
11996554;0
7256215;10
2441525;35
2499542;276
13771490;8
6476174;0
1660294;50
12267181;36
11914436;5
5507012;19
504631;24
3986634;2
3125615;208
15249009;17
6474285;0
17921593;1
381679;15
11495159;43
6414040;70
8408228;106
15583647;2
11343804;55
8528550;0
17571280;3
4103680;44
14060439;5
11395168;1
13197420;1
3498203;50
371532;19
7913657;18
6311748;9
7155877;6
13694719;36
8449486;12
11956234;1
17825390;0
2750292;73
6944448;8
5302840;17
17555944;0
5630090;6
10375065;5
14245384;2
7952687;9
316711;14
10506037;50
15910961;29
17614912;0
13518478;17
16788860;5
2761815;7
15472850;3
16390073;2
8494011;1
16419818;0
16336674;3
7701586;145
3727225;9
14852941;22
8546168;6
7742632;0
16759626;5
15496371;0
8399052;18
18071355;0
16526100;4
13127045;52
16927272;3
13949075;12
17281972;5
17460333;1
13856340;3
13071855;0
5109767;28
1702103;137
1701532;4
16183675;20
13134951;43
15297483;0
13853113;2
16131235;23
11817756;7
5264948;190
17985330;0
772646;115
674131;119
2984936;4
902946;33
7061383;147
14883020;2
13384721;16
13809444;4
7255961;5
1750838;71
14037440;1
7612524;0
15817847;3
9380659;5
9379442;9
1286751;32
8810319;0
16355795;5
17823671;0
12722871;4
7769599;5
14647878;3
13988110;2
13202134;18
9120151;7
12505193;0
7428365;1
6327506;33
9863895;1
13754290;1
11802754;32
5951249;118
7114000;1
15755522;25
401242;32
611064;0
13426186;16
838929;8
7569859;12
13659055;37
2105370;24
7842671;3
31860;161
9416397;5
5950336;142
359822;127
17846900;5
9226414;3
12671673;1
17792375;0
53322;78
631502;92
7621346;22
63873;105
14176447;4
1277763;214
6622313;0
10555525;119
651121;0
16177420;1
10982793;1
15593416;2
12670841;0
18105194;0
11197164;3
13152604;5
12264664;4
5658829;25
12976589;8
4491361;55
142508;38
8253343;58
5305549;33
15816639;2
199201;87
5429605;67
7272774;1
17652041;0
3860970;0
7522745;27
12903625;46
7063814;3
17102191;6
13834360;11
9293663;1
8878295;3
2694537;240
14685672;20
13730706;33
7326856;52
4153428;1
3187702;0
9322148;3
11359550;3
9127476;42
15558429;5
4153079;0
8579373;92
17502840;1
5895915;50
12582121;1
9294088;5
907386;59
4773466;294
1788102;114
12173031;67
9650170;0
5777966;79
17310501;0
14003798;28
14426011;2
9456280;20
17376348;1
16490989;17
15168761;44
3533083;105
1496514;7
7813405;70
12746811;12
1335588;75
5833459;0
16287152;12
8916006;0
16791659;13
13751531;4
16012527;4
404569;16
710870;201
15096814;1
13611676;20
13491803;2
13196922;1
12577119;1
14019001;15
17972409;0
18065409;0
7338001;14
11310181;15
15580926;7
12086335;0
18081471;0
2188662;85
15054873;38
9293579;0
7982711;36
15333058;1
5948968;88
11257292;4
5617122;10
14336801;4
9224648;56
11747468;7
11468567;12
4075560;9
16801885;2
177846;24
2752009;214
4327320;79
13410810;0
15375526;28
14226958;3
923140;77
13384154;29
18041296;0
12867530;8
5752320;112
930317;75
11194812;4
14085661;59
9793892;3
6517520;6
16345042;0
12512615;36
1041653;9
3855044;20
5363575;0
15882449;0
16569517;6
9589526;19
183435;0
259136;69
13841551;6
8399457;30
18099923;0
17571685;5
6424341;160
12487596;11
1246038;24
17791595;2
572048;0
4677276;71
16525964;10
3351904;44
531677;296
14552154;1
17620146;0
13890249;29
16606749;20
16144069;11
9940790;109
3850756;57
1880524;52
13722593;40
15250309;0
16970352;3
17503846;0
17290018;3
12878396;5
16934877;8
18016255;0
10847533;45
12279911;83
16046655;4
1138633;10
14456428;12
15583213;53
3136557;19
15012720;1
13292464;2
6578543;8
17688475;2
5454838;21
12040227;6
16344240;1
683208;32
13777565;0
12013368;4
18106778;0
139839;0
17327293;0
13842460;0
15262896;2
15355325;1
1753979;215
3811778;1
471328;74
14328391;23
16882536;8
10556191;15
2294171;0
16160117;1
15715477;10
7540378;2
10855267;0
7140656;1
6299647;22
6009025;1
471238;12
2963086;205
5327404;13
6973250;136
7397030;0
7428841;3
14997760;27
16222484;0
13037881;2
4018362;65
18105409;0
8878745;0
15245145;1
15016564;0
6922729;42
11536525;35
8987240;5
13727695;0
7428536;16
6326064;11
16686992;17
13328359;3
7470638;14
7194200;50
11013160;4
1014778;22
16701828;1
14434928;19
6012894;1
10854277;2
1160920;117
11155252;75
10694787;15
7972944;106
6680563;39
924876;102
5999158;1
723357;1
16084554;0
6856706;2
11433680;28
8666776;31
7185251;4
18094170;0
9471912;123
8903383;7
11043638;30
11513055;13
8601284;11
3783948;31
5071860;33
4161286;0
3026471;8
4631418;0
13269846;0
16186142;2
17880858;0
9894564;2
7499359;3
705891;1
2923419;8
520637;1
15065700;0
1281615;0
781604;9
5373240;1
9476554;17
13826226;2
7188392;0
7020500;29
9378843;43
1593044;4
18108452;0
16162027;9
5707431;114
15233288;0
17594758;0
16305644;5
13843709;10
4970972;25
14166000;7
7050862;0
917907;5
10398681;2
6724149;5
13636323;0
8467954;0
16914890;6
7188834;0
2224238;154
14327772;1
2026316;0
14275812;16
885147;9
7898359;20
11372817;18
7087210;25
16170224;0
17032853;1
15319164;4
14106300;1
10147041;0
11132701;2
17977775;0
17914268;0
15290949;1
15120677;0
13298465;36
4593707;8
18094526;0
7705126;4
11132020;0
1512437;6
3766033;0
2797401;118
6989760;29
10257629;0
5603695;5
13672166;0
12004513;30
12904803;0
11804962;1
13415859;3
9547891;92
16198054;0
10678628;18
15960337;0
8921750;26
15511249;1
2774760;34
11565835;0
16160427;2
5372821;7
17259098;1
6660948;91
15335899;0
13009024;1
17211742;1
11561425;0
7671492;32
13429804;2
13326571;28
8677143;0
17691864;1
16327884;0
8665492;16
7291511;1
11753638;80
5996510;0
13949347;2
6397577;2
15082013;0
15669048;20
3288951;13
16928722;4
16004047;9
16301517;17
17725409;1
17552937;1
6833266;51
727588;2
12403422;8
13615700;57
15591988;2
3222159;0
15657263;1
16585736;0
13180211;16
15093833;3
12431208;3
8389063;3
618406;31
17182598;1
16284278;11
12300698;5
1595592;0
12728445;21
943104;25
2052383;2
7615675;0
17073125;11
14080072;0
6333703;32
9916216;9
3888644;10
16567678;3
12800194;5
15697043;4
11656164;25
3456354;0
5623815;0
13285905;0
17747793;0
15493350;17
9089782;45
304616;48
5507277;20
17220647;4
13249868;9
7466272;7
5516579;0
17691094;1
2673648;23
17382595;0
16378071;1
7640851;35
15908404;5
12829401;17
369234;19
10469685;10
13131714;0
13074367;7
15167358;2
15200865;0
6938703;0
12364304;30
17176553;0
9521289;0
11954461;0
1465783;2
946779;8
3374869;1
1918366;0
3686778;28
2500450;0
2553049;0
12962462;3
5266581;11
18583609;0
3901965;160
4538931;141
1933016;6
10196428;0
87634;47
12369624;11
7364966;4
15939050;0
17151745;0
969272;69
3815188;2
17504766;0
16174817;1
1537478;16
5122887;8
8406537;2
353801;39
2145759;43
4742893;2
12601368;13
7579854;15
14992409;1
9986681;9
17787419;2
1697946;8
17495729;0
17339749;0
17245119;2
5937349;132
6758044;1
353750;89
1170855;49
14773056;5
9764502;1
14712529;27
6633956;10
13890867;1
11300919;16
12442643;23
867629;4
7453640;29
11057913;15
4456903;68
18036708;0
18036000;0
2045092;79
14725360;21
5876946;15
13196605;51
1288104;7
13108436;0
11311237;20
6559253;189
14018401;28
17845863;0
12187486;19
2116360;26
8529288;0
15652288;0
17245632;0
16105270;12
684564;95
10245199;41
5921249;1
18084654;0
4507891;23
15800547;6
1150753;141
1675198;6
3965089;128
8178841;64
7072197;5
6574016;1
14269186;2
16891301;2
4641813;39
13259870;1
14392390;8
11178644;48
10893923;3
15012723;32
12518667;32
12791737;0
427407;7
3399817;47
12865237;12
14299364;7
647376;7
6766349;7
5611490;1
3514869;82
7553122;71
7299796;6
17730175;2
13228463;28
2370705;14
550830;30
6755257;2
9406582;54
15978889;4
18054736;0
8509461;40
3860507;0
568916;33
11417279;2
11550407;105
4815012;81
14393819;9
797713;13
16700580;3
2451036;0
4247046;7
7522424;0
16215771;0
790636;39
1208839;88
17570350;2
10548660;9
7978681;43
12745724;52
12450824;74
17825059;2
14973602;13
6159391;6
6847474;77
13430822;45
17722296;0
16610811;1
3860683;0
8283651;51
17521228;1
11391517;70
1003900;126
14243190;0
6641861;65
11030139;35
11499349;48
13514454;55
2180688;134
15452672;9
9750362;25
11878685;76
3519756;1
17529859;4
2122970;4
7865962;85
2957837;52
9902810;20
397837;10
10162693;34
1083663;76
13541091;3
549483;8
16278255;1
17360468;4
10176549;42
1596257;41
17564726;0
14319434;55
4027822;38
6518604;28
17485753;7
16576035;14
9958998;1
1027763;19
6347698;0
8867570;6
16423330;0
3201248;41
12930418;0
18309454;0
17496058;0
396235;24
4679555;50
17339470;0
7628044;1
15878524;12
5499969;47
16940671;0
17366303;1
7694865;3
13594882;62
16309168;3
119389;50
2903419;31
5819160;31
1197704;1
14862808;19
13741896;2
9020905;6
5545640;19
4235251;2
6553837;1
13430276;0
16505879;3
15030779;22
75609;33
12417112;58
11923938;4
6570519;55
17715818;0
15785685;17
7000595;0
10381431;22
222411;35
13555411;21
10793671;3
15969783;12
3895070;129
9088445;75
4626795;25
15961919;2
11697470;33
10935260;105
1742289;71
16566112;17
1430003;28
414763;2
16672511;8
15652811;0
11241110;15
15506458;16
793622;26
5964116;54
17571687;2
3430035;35
18104345;0
6424891;32
13861283;1
13737712;56
2266406;14
7574921;14
14388312;24
13651430;2
14104604;2
11943083;5
12997488;3
4729298;100
6771783;34
2604787;38
17618461;3
6313796;48
5063957;4
13384536;0
8811202;84
12372190;6
1160005;17
17262320;0
9002603;3
5529302;72
551966;139
1928731;105
11726805;10
9269457;0
6649079;27
5291844;29
18104163;0
17495081;1
5233769;102
3300064;168
1333854;41
6673068;63
906590;21
13487940;72
14372320;23
4377241;68
477464;63
16598864;9
14399580;2
5486086;26
3323284;5
13743141;1
11579586;57
5549260;2
11938763;0
12527593;3
9881248;38
16008676;0
3788255;44
17699364;0
2328281;137
18051753;0
15566594;9
8421854;71
13796014;0
15558535;5
8586639;22
17129800;0
4413697;6
70364;117
13298977;19
12581707;0
9310953;35
17337781;1
3188371;0
13456972;14
16451687;9
16477697;10
3567597;13
13367596;0
15527897;5
12312711;35
1917909;76
893142;1
14565710;1
2684726;118
3094025;146
1159972;4
18035697;0
15369917;0
16322625;26
10160159;1
11810151;6
5781150;4
836938;17
7060994;1
7173032;9
12448632;14
17692228;4
1664665;133
8500997;5
528287;140
836442;35
6453584;5
15294172;7
8238032;1
177500;6
1717008;73
1617393;2
12832051;0
16730052;2
2862015;111
4602729;17
17901593;0
9872505;23
15446287;16
6790344;0
3313857;17
526513;285
4405828;78
17382479;0
7946804;77
3943668;113
11749213;20
17281377;0
9365164;23
17530866;1
4713430;3
13724969;1
13923066;7
11597204;6
1177130;73
7361852;3
2117115;123
409258;81
13872202;0
3811638;0
13707474;7
336834;30
5973626;48
14226362;3
1019678;55
100845;0
6754002;1
17493737;1
15157921;3
14083358;2
15585365;39
12328273;4
6959906;10
2711676;12
14754929;36
15076384;27
11479133;7
10993059;35
5542982;0
16459720;4
11687755;0
14838402;10
10642725;25
225856;1
15266883;7
17783620;0
16248774;3
4792278;7
4203619;187
6897761;0
14676229;9
7233990;46
5780137;14
13809150;0
15496958;10
2587493;34
15261375;0
17838777;0
3295836;27
14267340;1
6219524;2
16525141;10
2495151;46
17035580;5
12448860;2
8517444;1
15660940;11
3729439;51
16474980;20
17194879;9
9461781;69
3819043;66
2573192;2
6832931;0
14163067;21
17509755;2
3861234;2
16543166;10
5795608;34
12447731;19
16738705;11
260656;25
1143674;37
6875270;0
17653542;0
9297968;53
10899865;54
13947224;1
8607087;130
13653653;9
8932757;9
6933317;9
12274487;66
14476260;2
16140238;4
1704065;165
15667962;0
17914450;0
7340569;93
16291069;22
16375615;10
14471486;25
16694645;5
11883878;18
3028371;23
8894850;13
1825060;100
8308944;26
7651308;0
15878783;4
17824857;0
1189916;147
6160263;15
5568333;0
6265483;13
15639205;0
16427681;9
12568311;33
7465105;62
17262726;0
17857198;0
14120748;6
16616826;10
7816085;69
4408617;84
11430890;13
17740532;0
17526921;0
3046143;1
17693592;0
3931837;10
7797089;73
2093073;122
2583917;0
17034469;5
876528;67
6444366;1
5622728;3
17121194;0
10174339;19
3229124;8
12008572;2
5403477;21
16806504;12
11490939;61
3857504;95
8788046;16
820642;63
12617348;13
15244175;1
13234093;0
16416864;0
354838;37
13501235;23
11981567;9
10677284;117
7966919;114
10854901;6
14877858;35
7851316;43
5715713;40
5361601;20
1202109;147
7559567;18
4340227;153
15230787;2
13724187;29
11566229;50
2387880;15
17715586;2
12933851;1
2964048;240
6021986;107
13185380;13
12994137;0
13685367;9
13469435;3
13661995;18
7343704;91
13369515;1
13795996;0
14029813;7
12126433;6
18084406;0
14085987;2
313677;126
16849148;0
7113783;41
6420159;88
196336;160
8527766;0
15345037;18
17659726;0
17820267;0
17949796;0
99580;4
9768832;6
6969401;23
17144623;0
756098;4
15441275;22
16719324;7
17637001;0
4456369;29
4413759;7
548073;53
18108581;0
5285533;36
11359451;0
3314013;1
5782941;80
15432882;12
17676506;1
13104238;34
6907015;0
13853034;2
16205040;20
15530405;29
17250498;5
17712149;0
1710892;19
10238382;87
504703;9
11152505;10
2081097;29
9935824;1
8920671;70
11706367;17
13704688;10
15308709;14
15210056;15
6635348;72
6460851;122
2821637;13
3610581;23
1644159;1
4621890;0
3861253;0
6880127;37
11582613;61
2768034;41
5125427;8
13502339;22
14560533;0
15017072;10
1617331;142
9852661;0
17947723;0
12900188;3
4634466;78
6542642;151
16265296;0
17570568;3
12902789;35
17693064;0
15335503;3
11638814;19
13615807;26
4788357;2
17407894;0
14586995;7
17695237;3
14231768;17
11152010;9
8864865;63
4043814;4
6686871;0
17182264;5
16090200;18
1666495;40
12493202;73
17635371;0
10913564;0
2099314;6
14212751;11
11143896;10
11782340;45
17302337;0
4246796;19
17462012;0
745463;62
7028912;25
15955397;11
14098626;0
11854166;5
16440188;5
2276696;119
10017799;0
17567800;1
12889722;30
14080358;5
11455398;33
16238385;2
13732593;0
18056199;0
14338662;0
11635085;0
399140;6
9216835;25
7578060;0
10708680;12
12800348;18
8596175;3
13102162;14
7977144;0
15596899;0
14150996;2
14269560;2
14940248;0
896209;29
17825747;0
14869683;0
14973532;0
2629599;40
14781565;1
11812494;11
9006382;0
5898378;0
7932473;1
17721994;0
17721721;0
7048202;6
13935272;9
16936889;2
823377;13
9334804;32
7121506;0
5010168;88
13024612;22
15091938;32
337209;93
13390251;21
17330064;2
9150998;3
923645;7
13984606;2
12304349;9
15503557;3
14317543;3
10705693;5
6053092;0
440596;7
14175822;0
495145;16
15907093;0
12171956;29
10146929;0
14641720;42
11005049;0
14777703;2
2519785;145
15893970;4
1867925;0
9541999;0
2670013;13
8701040;32
15868650;0
15140353;52
5422524;40
5788784;21
17548802;0
8325969;18
4198036;23
10275623;0
12565780;0
7166650;22
11027529;12
4024065;2
17932525;0
4587450;35
6742035;9
13074382;0
15201117;2
9357475;8
11125687;13
14746414;7
13139031;0
5645807;109
11375664;2
11956508;0
16184276;1
17511097;0
12846925;27
17587511;0
17711325;0
18060882;0
6436381;8
14080135;5
11564669;4
14747068;1
13905674;38
6542548;17
16997713;1
12329856;1
11619293;62
2405067;80
5998332;0
15786178;0
6633231;22
13434093;0
14823674;1
9423387;87
12355134;9
15636194;0
7840818;1
17478354;0
13027366;7
595055;17
8244614;0
15021813;37
12808162;24
15385882;12
11515073;7
11414646;18
14868437;9
16868812;0
13726740;1
8569806;0
1401208;6
13677539;14
16986163;10
17165540;0
36044;13
17891989;0
16698594;11
3248443;1
13126174;10
8914957;17
15467952;1
7050214;4
15597373;2
12717848;15
937667;80
16443243;1
14589262;7
9695108;0
1523291;2
727788;32
17433129;0
11180883;15
5597004;4
9536336;73
12871172;11
16174647;19
8494524;37
16993967;1
4474557;0
12490262;13
8752502;9
